0 1.000000000000000E+00
1 1.230903349620107E-01
2 1.084338777451478E-01
3 8.880197317403049E-02
4 2.950590341696869E-02
5 4.951087982960817E-02
6 4.663820510084294E-02
7 1.731078690609754E-02
8 1.873103812749076E-02
9 1.726721302680111E-02
10 9.434410929712235E-03
11 2.257213051699886E-02
12 1.434820348307371E-02
13 4.552451772874977E-03
14 4.502529039728614E-03
15 4.115354414381142E-03
16 1.275216380821793E-03
17 3.798018396816538E-03
18 9.567625236980889E-04
