0 1.000000000000000E+00
1 6.070146881256562E-01
2 7.949981939881495E-02
3 5.866418758206087E-02
4 4.020408049479073E-02
5 1.593349506744394E-02
6 3.861527771055941E-02
7 2.564022376771933E-02
8 1.072582326744158E-02
9 8.705647502511928E-03
10 5.199799810934550E-03
11 5.031572345725210E-03
12 1.615884305535692E-02
13 1.784583859858028E-03
14 1.526277454909018E-03
15 1.365020882187285E-03
16 1.144330421868606E-04
