0 0 1.000000000000000E+00
1 1 8.443078861142531E-01
2 2 7.662779632698272E-02
3 3 5.521871508336286E-02
4 4 4.262478529404062E-02
5 5 1.304005126478741E-02
6 6 2.238074049780742E-02
7 7 2.175274139991680E-02
8 8 1.448237492749490E-02
9 9 1.308900845813953E-02
10 10 6.789916456878979E-03
11 11 7.370822919961903E-03
12 12 1.516988512215218E-02
13 13 2.925501299108730E-03
14 14 2.769222562033152E-03
15 15 1.291364811601611E-04


16 0 1.000000000000000E+00
17 1 8.246515664683081E-01
18 2 7.734568535694739E-02
19 3 5.546328804250601E-02
20 4 4.263299271359501E-02
21 5 1.318763978347620E-02
22 6 2.314631528658508E-02
23 7 2.034773212345044E-02
24 8 1.417481165488744E-02
25 9 1.281088228333955E-02
26 10 6.150765822941698E-03
27 11 7.508999327510592E-03
28 12 1.160342555306414E-02
29 13 3.025115836816601E-03
30 14 2.816239430912235E-03
31 15 1.956633355872105E-03
32 16 3.891053748499608E-04


33 0 1.000000000000000E+00
34 1 8.051372812856266E-01
35 2 7.807957890951689E-02
36 3 5.572330653813758E-02
37 4 4.264352538215851E-02
38 5 1.334825266473824E-02
39 6 2.400098734396110E-02
40 7 1.889151282819935E-02
41 8 1.387638388547291E-02
42 9 1.253303824875600E-02
43 10 5.337355766858628E-03
44 11 7.583503728629593E-03
45 12 6.442949119083850E-03
46 13 3.299940070168770E-03
47 14 2.974456720221167E-03
48 15 1.860465689736365E-03
49 16 1.663940850951372E-03
50 17 1.174090451457118E-02
51 18 6.179105785444932E-04


52 0 1.000000000000000E+00
53 1 7.857656253294296E-01
54 2 7.882913532267653E-02
55 3 5.599929842234668E-02
56 4 4.265624801273028E-02
57 5 1.352310177428358E-02
58 6 2.495205084417908E-02
59 7 1.746846490662279E-02
60 8 1.359320544379523E-02
61 9 1.225605830738788E-02
62 10 4.426543277689076E-03
63 11 7.386867547263594E-03
64 12 4.546284956920570E-03
65 13 3.794837078307258E-03
66 14 3.438025306645535E-03
67 15 1.089163589406548E-03
68 16 1.975157864548673E-03
69 17 1.698797657658498E-03
70 18 1.107081634110402E-03
71 19 6.000825827740708E-04


72 0 1.000000000000000E+00
73 1 7.665372156483450E-01
74 2 7.959399929443588E-02
75 3 5.629180663110565E-02
76 4 4.267099691243615E-02
77 5 1.371345798467960E-02
78 6 2.600702737937409E-02
79 7 1.616909257041919E-02
80 8 1.332936575561875E-02
81 9 1.197125067878631E-02
82 10 3.624105258997228E-03
83 11 6.595163469001042E-03
84 12 8.812749667857004E-03
85 13 4.551817872762076E-03
86 14 4.122855027301605E-03
87 15 2.927442291735223E-03
88 16 1.882118080831538E-03
89 17 6.109202111562188E-03
90 18 1.352082076345491E-03
91 19 9.536569321938476E-04


92 0 1.000000000000000E+00
93 1 7.474526960518902E-01
94 2 8.037380315535632E-02
95 3 5.660138990416094E-02
96 4 4.268757779398375E-02
97 5 1.392064680294811E-02
98 6 2.717366224145072E-02
99 7 1.508807715370781E-02
100 8 1.308701763256005E-02
101 9 1.164207463265377E-02
102 10 3.279922091946315E-03
103 11 5.266173926618737E-03
104 12 4.836690205160189E-03
105 13 4.330596003523086E-03
106 14 3.574162341741149E-03
107 15 1.289923764952586E-03
108 16 2.322018933283010E-03
109 17 1.319597465284652E-03
110 18 1.104305591453716E-03
111 19 8.837748254573987E-04


112 0 1.000000000000000E+00
113 1 7.285127420526804E-01
114 2 8.116816813809050E-02
115 3 5.692862361187753E-02
116 4 4.270576352835807E-02
117 5 1.414604316769425E-02
118 6 2.845992298458247E-02
119 7 1.431802523275734E-02
120 8 1.286663429441782E-02
121 9 1.111830256424451E-02
122 10 3.640049592714648E-03
123 11 7.141168331324563E-03
124 12 3.740493062871247E-03
125 13 3.525302419015517E-03
126 14 2.555080720032540E-03
127 15 2.115369987118396E-03
128 16 1.082432629738838E-03
129 17 3.386763879415336E-03
130 18 8.741970217172870E-04


131 0 1.000000000000000E+00
132 1 7.097180663498848E-01
133 2 8.197670563832501E-02
134 3 5.727410070602296E-02
135 4 4.272529183524325E-02
136 5 1.439106554394839E-02
137 6 2.987399654941817E-02
138 7 1.393610365728585E-02
139 8 1.266735292426784E-02
140 9 9.596116921780652E-03
141 10 4.899154144453840E-03
142 11 1.655052854912012E-02
143 12 4.059578598770049E-03
144 13 2.896116149035808E-03
145 14 2.577750040055486E-03
146 15 1.364610824527231E-03
147 16 1.314719465598382E-03
148 17 2.726546667883724E-03
149 18 1.087572253815059E-03
150 19 4.150340391473169E-04


151 0 1.000000000000000E+00
152 1 6.910694249439873E-01
153 2 8.279901846085197E-02
154 3 5.763843281325236E-02
155 4 4.274586290611904E-02
156 5 1.465716948416126E-02
157 6 3.142427912085255E-02
158 7 1.398612995837576E-02
159 8 1.248733704664243E-02
160 9 3.761224901117361E-03
161 10 6.279464767985328E-03
162 11 7.536869358502998E-03
163 12 4.435313456020793E-03
164 13 4.036406270970621E-03
165 14 2.757426656399165E-03
166 15 2.078360821641716E-03
167 16 6.780048876293252E-03
168 17 1.066598111430793E-03
169 18 8.821527802431987E-04


170 0 1.000000000000000E+00
171 1 6.725676239830106E-01
172 2 8.363470204463089E-02
173 3 5.802225148833176E-02
174 4 4.276713695354072E-02
175 5 1.494584087168407E-02
176 6 3.311935045611610E-02
177 7 1.446676476576039E-02
178 8 1.232411193196824E-02
179 9 4.759386714380833E-03
180 10 5.105213542085324E-03
181 11 3.856777057917446E-03
182 12 3.601584312154349E-03
183 13 2.576034020537990E-03
184 14 2.348265778640537E-03
185 15 7.555724413451170E-04


186 0 1.000000000000000E+00
187 1 6.542135274664782E-01
188 2 8.448334566414216E-02
189 3 5.842620965404317E-02
190 4 4.278873168804813E-02
191 5 1.525858909907718E-02
192 6 3.496792136302929E-02
193 7 1.533603421872417E-02
194 8 1.217484857127857E-02
195 9 7.690443438171234E-03
196 10 4.682793358731657E-03
197 11 2.030319511124339E-02
198 12 3.430035184207861E-03
199 13 2.205168572626148E-03
200 14 1.903957955584087E-03
201 15 6.821152443900030E-04


202 0 1.000000000000000E+00
203 1 6.360080659479229E-01
204 2 8.534453360265758E-02
205 3 5.885098325095004E-02
206 4 4.281021971561687E-02
207 5 1.559694045477286E-02
208 6 3.697873920234024E-02
209 7 1.652947191647096E-02
210 8 1.203658863819163E-02
211 9 8.649679602762863E-03
212 10 4.668768497993124E-03
213 11 1.728883720876543E-02
214 12 4.154601504158905E-03
215 13 2.395855817078377E-03
216 14 2.028018684016771E-03
217 15 8.959782378534416E-04


218 0 1.000000000000000E+00
219 1 6.179522464086622E-01
220 2 8.621784629230028E-02
221 3 5.929727312403085E-02
222 4 4.283112585388090E-02
223 5 1.596243200534497E-02
224 6 3.916043128896764E-02
225 7 1.797935610398155E-02
226 8 1.190641423700137E-02
227 9 8.961916964279082E-03
228 10 4.867318215109559E-03
229 11 1.376619566012701E-02
230 12 6.334952651814207E-03
231 13 2.324542392051038E-03
232 14 2.020405853234670E-03
233 15 1.241070243401175E-03
234 16 8.909900687732948E-04


235 0 1.000000000000000E+00
236 1 6.000471635067728E-01
237 2 8.710286142300565E-02
238 3 5.976580718458421E-02
239 4 4.285092437271653E-02
240 5 1.635660625690475E-02
241 6 4.152125950595734E-02
242 7 1.962635584537259E-02
243 8 1.178157271448026E-02
244 9 9.045164625449485E-03
245 10 5.095860041786940E-03
246 11 1.116940710830760E-02
247 12 9.197851628939676E-03
248 13 2.188594484264049E-03
249 14 1.918544307191471E-03
250 15 1.469902230277096E-03
251 16 5.167640824139841E-04


252 0 1.000000000000000E+00
253 1 5.822940124422203E-01
254 2 8.799915501367941E-02
255 3 6.025734287788077E-02
256 4 4.286903615194118E-02
257 5 1.678100685428408E-02
258 6 4.406875073223836E-02
259 7 2.142323005688647E-02
260 8 1.165956972470874E-02
261 9 9.029349962421548E-03
262 10 5.292519952478481E-03
263 11 9.280582513754255E-03
264 12 1.204050196837778E-02
265 13 2.049824392257214E-03
266 14 1.800416271552427E-03
267 15 1.517775428043366E-03
268 16 2.842637331709658E-04


269 0 1.000000000000000E+00
270 1 5.646941037308888E-01
271 2 8.890630244680701E-02
272 3 6.077267000151752E-02
273 4 4.288482576517638E-02
274 5 1.723717554316855E-02
275 6 4.680915621543871E-02
276 7 2.333390298299017E-02
277 8 1.153824450877187E-02
278 9 8.964324083986201E-03
279 10 5.442632415922175E-03
280 11 7.875486010382172E-03
281 12 1.445059840127178E-02
282 13 1.924839953542305E-03
283 14 1.689831807009120E-03
284 15 1.477999382195183E-03
285 16 1.625241962256037E-04


286 0 1.000000000000000E+00
287 1 5.472488802398141E-01
288 2 8.982387946557846E-02
289 3 6.131261392320480E-02
290 4 4.289759849449821E-02
291 5 1.772665057750079E-02
292 6 4.974667840287550E-02
293 7 2.533079720017829E-02
294 8 1.141584108173719E-02
295 9 8.872610997234531E-03
296 10 5.547711528966330E-03
297 11 6.803331064724499E-03
298 12 1.625126852083246E-02
299 13 1.817265895814281E-03
300 14 1.593043540631035E-03
301 15 1.405705270621599E-03
302 16 1.202610770258395E-04


303 0 1.000000000000000E+00
304 1 5.299599368982527E-01
305 2 9.075146313188957E-02
306 3 6.187803924946823E-02
307 4 4.290659728505031E-02
308 5 1.825096669502553E-02
309 6 5.288238538605981E-02
310 7 2.739190103527857E-02
311 8 1.129108853822199E-02
312 9 8.765857801296236E-03
313 10 5.614182367373902E-03
314 11 5.966167676706263E-03
315 12 1.743153316947062E-02
316 13 1.727299579398548E-03
317 14 1.510241939504258E-03
318 15 1.321377970158926E-03
319 16 1.153217996840207E-04


320 0 1.000000000000000E+00
321 1 5.128290436072668E-01
322 2 9.168863274590701E-02
323 3 6.246985400930680E-02
324 4 4.291099965427553E-02
325 5 1.881165672457394E-02
326 6 5.621271156842168E-02
327 7 2.949807618881844E-02
328 8 1.116330340293782E-02
329 9 8.650981802225389E-03
330 10 5.649445799320646E-03
331 11 5.299663355733197E-03
332 12 1.807748136600296E-02
333 13 1.653882314819042E-03
334 14 1.439303450700817E-03
335 15 1.231933417300574E-03
336 16 1.327798920063753E-04


337 0 1.000000000000000E+00
338 1 4.958581719627135E-01
339 2 9.263497072847061E-02
340 3 6.308901442587334E-02
341 4 4.290991457951167E-02
342 5 1.941025483944633E-02
343 6 5.972741998710362E-02
344 7 3.163065711849931E-02
345 8 1.103252697915966E-02
346 9 8.532847976000374E-03
