0 1.000000000000000E+00
1 3.172378278882667E-01
2 1.398807032142045E-01
3 9.097852677507870E-02
4 6.278248030530691E-02
5 1.241963663515851E-01
6 2.795237472878119E-02
7 1.329527721124401E-02
8 1.173178652351306E-02
9 4.208017759435073E-03
10 2.277915993105268E-02
11 3.412743512957090E-03
12 4.114365191807298E-04
