.0000000001000000 0 279419 1
.0000000001300000 0 279419 1
.0000000001690000 0 279419 1
.0000000002197000 0 279419 1
.0000000002856100 0 279419 1
.0000000003712930 0 279419 1
.0000000004826809 0 279419 1
.0000000006274851 0 279417 2
.0000000008157306 0 279417 2
.0000000010604497 0 279408 2
.0000000013785846 0 279405 2
.0000000017921599 0 279404 2
.0000000023298078 0 279401 2
.0000000030287501 0 279400 2
.0000000039373751 0 279397 2
.0000000051185876 0 279395 2
.0000000066541638 0 279391 2
.0000000086504129 0 279384 2
.0000000112455367 0 279377 2
.0000000146191977 0 279369 2
.0000000190049570 0 279361 2
.0000000247064441 0 279349 2
.0000000321183773 0 279329 2
.0000000417538904 0 279307 2
.0000000542800575 0 279274 2
.0000000705640747 0 279235 2
.0000000917332971 0 279185 2
.0000001192532862 0 279131 2
.0000001550292720 0 279060 3
.0000002015380536 0 278948 3
.0000002619994696 0 278832 3
.0000003405993104 0 278670 3
.0000004427791035 0 278447 3
.0000005756128345 0 278197 3
.0000007482966848 0 277875 3
.0000009727856902 0 277477 3
.0000012646213972 0 276960 3
.0000016440078163 0 276313 3
.0000021372101611 0 275505 3
.0000027783732094 0 274526 3
.0000036118851722 0 273241 3
.0000046954507238 0 271666 4
.0000061040859409 0 269729 4
.0000079353117231 0 267466 4
.0000103159052400 0 264746 4
.0000134106768120 0 261612 4
.0000174338798556 0 257828 4
.0000226640438122 0 253375 4
.0000294632569558 0 248191 5
.0000383022340425 0 242346 5
.0000497929042552 0 235492 5
.0000647307755317 0 227767 5
.0000841500081912 0 219093 6
.0001093950106485 0 209710 6
.0001422135138430 0 199513 6
.0001848775679959 0 188596 7
.0002403408383946 0 177235 7
.0003124430899129 0 165180 8
.0004061760168867 0 152986 8
.0005280288219527 0 140905 9
.0006864374685385 0 128879 10
.0008923687091000 0 117517 11
.0011600793218300 0 106659 11
.0015081031183790 0 96420 12
.0019605340538927 0 87069 13
.0025486942700605 0 78343 14
.0033133025510786 0 70262 15
.0043072933164021 0 63042 16
.0055994813113227 0 56263 18
.0072793257047195 0 50317 19
.0094631234161353 0 44853 21
.0123020604409758 0 39891 23
.0159926785732685 0 35015 25
.0207904821452490 0 30420 29
.0270276267888237 0 26094 34
.0351359148254708 0 22315 38
.0456766892731120 0 18951 43
.0593796960550456 0 15203 52
.0771936048715592 0 11828 63
.1003516863330269 0 9176 73
.1304571922329349 0 6673 88
.1695943499028153 0 4649 104
.2204726548736598 0 3374 121
.2866144513357577 0 2590 138
.3725987867364850 0 2024 179
.4843784227574305 0 1587 223
.6296919495846596 0 1365 264
.8185995344600574 0 1323 276
