0 1.000000000000000E+00
1 9.984851221622817E-01
2 5.163442751359124E-01
3 4.902338180533037E-01
4 1.737003090436810E-01
5 1.320718625457180E-01
6 7.268806537477859E-02
7 2.749824968054261E-02
8 7.577277956446971E-02
9 3.530067028892477E-03
10 5.405225584784794E-04
